codice_articolo;kg;data_ordine;data_etichetta;giorni;Unnamed: 6
PF0079070/30X6G;140;14/05/2024;24/05/2024;10;
PF0079070/30X6G;140;14/05/2024;24/05/2024;10;
PFD588070/30X6G;20;15/05/2024;27/05/2024;12;
PFD588070/30X6G;50;15/05/2024;27/05/2024;12;
PF0079070/30X6G;20;14/05/2024;28/05/2024;14;
PFD588070/30X6G;20;15/05/2024;28/05/2024;13;
PFD588070/30X6G;20;15/05/2024;28/05/2024;13;
PFD588070/30X6G;50;15/05/2024;28/05/2024;13;
PFD588070/30X6G;50;15/05/2024;28/05/2024;13;
PF0079070/30X6G;140;14/05/2024;29/05/2024;15;
PFD588070/30X6G;20;15/05/2024;04/06/2024;20;
PF0079070/30X6G;40;30/05/2024;06/06/2024;7;
PF0079070/30X6G;150;05/06/2024;06/06/2024;1;
PF0079070/30X6G;150;05/06/2024;06/06/2024;1;
PF0079070/30X6G;150;19/06/2024;20/06/2024;1;
PF0079070/30X6G;150;19/06/2024;20/06/2024;1;
PF0079070/30X6G;40;19/06/2024;26/06/2024;7;
PF0079070/30X6G;100;19/06/2024;26/06/2024;7;
PF0079070/30X6G;100;19/06/2024;27/06/2024;8;
PF0079070/30X6G;40;19/06/2024;04/07/2024;15;
PF0079070/30X6G;100;19/06/2024;04/07/2024;15;
PF0079070/30X6G;140;26/06/2024;04/07/2024;8;
PF0079070/30X6G;140;26/06/2024;09/07/2024;13;
PF0079070/30X6G;150;26/06/2024;09/07/2024;13;
PF0079070/30X6G;140;26/06/2024;10/07/2024;14;
PF0079070/30X6G;150;26/06/2024;10/07/2024;14;
PFD588070/30X6G;40;15/07/2024;24/07/2024;9;
PFD588070/30X6G;50;26/08/2024;04/09/2024;9;
PFD588070/30X6G;87;08/10/2024;14/10/2024;6;
PF0079070/30X6G;40;15/10/2024;25/10/2024;10;
PF0079070/30X6G;40;28/10/2024;06/11/2024;9;
PF0079070/30X6G;74;28/10/2024;06/11/2024;9;
PF0079070/30X6G;140;28/10/2024;06/11/2024;9;
PF0079070/30X6G;40;14/11/2024;21/11/2024;7;
PFD588070/30X6G;20;20/11/2024;27/11/2024;7;
PF0079070/30X6G;80;20/11/2024;04/12/2024;14;
PF0079070/30X6G;80;20/11/2024;05/12/2024;15;
PF0079070/30X6G;40;28/11/2024;05/12/2024;7;
PF0079070/30X6G;40;28/11/2024;05/12/2024;7;
PF0079070/30X6G;150;04/12/2024;11/12/2024;7;
PF0079070/30X6G;150;04/12/2024;12/12/2024;8;
PF0079070/30X6G;140;04/12/2024;13/12/2024;9;
PF0079070/30X6G;50;04/12/2024;18/12/2024;14;
PF0079070/30X6G;140;04/12/2024;18/12/2024;14;
PF0079070/30X6G;140;09/12/2024;18/12/2024;9;
PF0079070/30X6G;140;04/12/2024;19/12/2024;15;
PF0079070/30X6G;40;09/12/2024;19/12/2024;10;
PF0079070/30X6G;80;04/12/2024;13/01/2025;40;
PF0079070/30X6G;40;04/12/2024;15/01/2025;42;
PFD588070/30X6G;20;16/01/2025;17/01/2025;1;
PFD588070/30X6G;20;20/11/2024;21/01/2025;62;
PFD588070/30X6G;20;21/11/2024;21/01/2025;61;
PFD588070/30X6G;20;21/11/2024;21/01/2025;61;
PFD588070/30X6G;20;20/11/2024;22/01/2025;63;
PFD588070/30X6G;20;21/11/2024;22/01/2025;62;
PFD588070/30X6G;20;20/12/2024;22/01/2025;33;
PFD588070/30X6G;40;20/12/2024;22/01/2025;33;
PFD588070/30X6G;20;20/11/2024;23/01/2025;64;
PFD588070/30X6G;20;20/12/2024;23/01/2025;34;
PFD588070/30X6G;60;20/12/2024;23/01/2025;34;
PFD588070/30X6G;20;15/01/2025;23/01/2025;8;
PFD588070/30X6G;20;15/01/2025;28/01/2025;13;
PFD588070/30X6G;20;20/12/2024;29/01/2025;40;
PFD588070/30X6G;20;20/11/2024;30/01/2025;71;
PF0079070/30X6G;90;04/12/2024;30/01/2025;57;
PFD588070/30X6G;20;20/11/2024;31/01/2025;72;
PFD588070/30X6G;20;20/11/2024;31/01/2025;72;
PFD588070/30X6G;20;20/12/2024;31/01/2025;42;
PFD588070/30X6G;20;21/11/2024;06/02/2025;77;
PF0079070/30X6G;80;30/01/2025;13/02/2025;14;
PF0079070/30X6G;80;30/01/2025;14/02/2025;15;
PF0079070/30X6G;140;04/12/2024;18/02/2025;76;
PF0079070/30X6G;140;04/12/2024;18/02/2025;76;
PF0079070/30X6G;140;04/12/2024;18/02/2025;76;
PF0079070/30X6G;40;17/02/2025;20/02/2025;3;
PFD588070/30X6G;20;31/01/2025;24/02/2025;24;
PF0079070/30X6G;100;17/02/2025;25/02/2025;8;
PF0079070/30X6G;40;17/02/2025;26/02/2025;9;
PF0079070/30X6G;140;17/02/2025;26/02/2025;9;
PF0079070/30X6G;100;17/02/2025;27/02/2025;10;
PF0079070/30X6G;140;17/02/2025;27/02/2025;10;
PF0079070/30X6G;140;25/02/2025;27/02/2025;2;
PF0079070/30X6G;77;26/02/2025;27/02/2025;1;
PF0079070/30X6G;140;25/02/2025;04/03/2025;7;
PFD588070/30X6G;20;26/02/2025;05/03/2025;7;
PF0079070/30X6G;140;03/03/2025;05/03/2025;2;
PF0079070/30X6G;60;03/03/2025;13/03/2025;10;
PF0079070/30X6G;100;03/03/2025;13/03/2025;10;
PF0079070/30X6G;40;06/03/2025;13/03/2025;7;
PFD588070/30X6G;20;10/03/2025;19/03/2025;9;
PF0079070/30X6G;40;18/03/2025;26/03/2025;8;
PF0079070/30X6G;40;19/03/2025;26/03/2025;7;
PF0079070/30X6G;140;19/03/2025;26/03/2025;7;
PFD588070/30X6G;20;10/03/2025;27/03/2025;17;
PF0079070/30X6G;80;18/03/2025;27/03/2025;9;
PFD588070/30X6G;60;24/03/2025;27/03/2025;3;
PFD588070/30X6G;20;19/03/2025;03/04/2025;15;
PF0079070/30X6G;40;28/03/2025;03/04/2025;6;
PF0079070/30X6G;140;04/04/2025;08/04/2025;4;
PFD588070/30X6G;20;01/04/2025;14/04/2025;13;
PFD588070/30X6G;20;01/04/2025;14/04/2025;13;
PFD588070/30X6G;20;09/04/2025;15/04/2025;6;
PF0079070/30X6G;140;04/04/2025;16/04/2025;12;
PF0079070/30X6G;80;04/04/2025;22/04/2025;18;
PF0079070/30X6G;40;04/04/2025;23/04/2025;19;
PF0079070/30X6G;40;04/04/2025;23/04/2025;19;
PF0079070/30X6G;40;04/04/2025;23/04/2025;19;
PF0079070/30X6G;140;04/04/2025;23/04/2025;19;
PF0079070/30X6G;80;14/04/2025;23/04/2025;9;
PFD588070/30X6G;100;01/04/2025;24/04/2025;23;
PF0079070/30X6G;40;04/04/2025;28/04/2025;24;
PF0079070/30X6G;60;04/04/2025;28/04/2025;24;
PF0079070/30X6G;140;23/04/2025;29/04/2025;6;
PF0079070/30X6G;150;23/04/2025;29/04/2025;6;
PF0079070/30X6G;40;23/04/2025;06/05/2025;13;
PF0079070/30X6G;80;23/04/2025;06/05/2025;13;
PF0079070/30X6G;80;23/04/2025;06/05/2025;13;
PF0079070/30X6G;80;23/04/2025;06/05/2025;13;
PF0079070/30X6G;150;23/04/2025;06/05/2025;13;
PF0079070/30X6G;40;23/04/2025;07/05/2025;14;
PF0079070/30X6G;40;23/04/2025;07/05/2025;14;
PF0079070/30X6G;80;30/04/2025;07/05/2025;7;
PF0079070/30X6G;100;30/04/2025;08/05/2025;8;
PF0079070/30X6G;40;30/04/2025;15/05/2025;15;
PF0079070/30X6G;40;13/05/2025;15/05/2025;2;
PFD588070/30X6G;20;24/04/2025;16/05/2025;22;
PF0079070/30X6G;60;07/05/2025;20/05/2025;13;
PF0079070/30X6G;20;12/05/2025;20/05/2025;8;
PF0079070/30X6G;40;13/05/2025;20/05/2025;7;
PF0079070/30X6G;40;30/04/2025;21/05/2025;21;
PF0079070/30X6G;40;13/05/2025;21/05/2025;8;
PF0079070/30X6G;80;13/05/2025;21/05/2025;8;
PF0079070/30X6G;100;30/04/2025;22/05/2025;22;
PF0079070/30X6G;40;13/05/2025;22/05/2025;9;
PFD588070/30X6G;45;14/05/2025;22/05/2025;8;
PF0079070/30X6G;40;28/04/2025;28/05/2025;30;
PF0079070/30X6G;40;23/05/2025;30/05/2025;7;
PF0079070/30X6G;40;19/05/2025;05/06/2025;17;
PF0079070/30X6G;100;16/06/2025;26/06/2025;10;
PF0079070/30X6G;40;16/06/2025;09/07/2025;23;
PF0079070/30X6G;40;16/06/2025;10/07/2025;24;
PFD588070/30X6G;20;21/07/2025;29/07/2025;8;
PF0079070/30X6G;52;03/06/2025;30/07/2025;57;
PF0451070/30X6G;100;30/07/2025;27/08/2025;28;
PF0451070/30X6G;100;30/07/2025;27/08/2025;28;
PF0451070/30X6G;140;30/07/2025;28/08/2025;29;
PF0079070/30X6G;150;26/08/2025;28/08/2025;2;
PF0673070/30XFL;20;11/01/2023;20/01/2023;9;
PF0673070/30XFL;20;11/01/2023;27/01/2023;16;
PF0685070/30XFL;50;02/02/2023;06/02/2023;4;
PF0685070/30XFL;80;02/02/2023;08/02/2023;6;
PF0670070/30XFL;150;13/02/2023;16/02/2023;3;
PF0673070/30XFL;20;09/02/2023;20/02/2023;11;
PF0633070/30XFL;100;17/02/2023;22/02/2023;5;
PF0633070/30XFL;100;17/02/2023;24/02/2023;7;
PF0633070/30XFL;100;17/02/2023;24/02/2023;7;
PF0633070/30XFL;100;17/02/2023;24/02/2023;7;
PF0633070/30XFL;100;17/02/2023;28/02/2023;11;
PF0633070/30XFL;100;17/02/2023;28/02/2023;11;
PF0633070/30XFL;100;17/02/2023;02/03/2023;13;
PF0633070/30XFL;100;17/02/2023;06/03/2023;17;
PF0680070/30XFL;50;02/03/2023;09/03/2023;7;
PF0680070/30XFL;50;01/03/2023;15/03/2023;14;
PF0685070/30XFL;100;22/03/2023;27/03/2023;5;
PF0585070/30XFL;40;22/03/2023;03/04/2023;12;
PF0685070/30XFL;100;22/03/2023;03/04/2023;12;
PF0585070/30XFL;20;24/03/2023;03/04/2023;10;
PF0670070/30XFL;20;29/03/2023;03/04/2023;5;
PF0585070/30XFL;40;22/03/2023;04/04/2023;13;
PF0685070/30XFL;60;30/03/2023;04/04/2023;5;
PF0680070/30XFL;150;04/04/2023;06/04/2023;2;
PF0685070/30XFL;100;03/04/2023;12/04/2023;9;
PF0680070/30XFL;50;06/04/2023;14/04/2023;8;
PF0676070/30XFL;50;11/04/2023;14/04/2023;3;
PF0676070/30XFL;50;11/04/2023;14/04/2023;3;
PF0685070/30XFL;50;22/03/2023;17/04/2023;26;
PF0685070/30XFL;50;31/03/2023;19/04/2023;19;
PF0611070/30XFL;150;17/04/2023;21/04/2023;4;
PF0611070/30XFL;50;13/04/2023;28/04/2023;15;
PF0685070/30XFL;50;21/04/2023;28/04/2023;7;
PF0611070/30XFL;50;13/04/2023;02/05/2023;19;
PF0611070/30XFL;50;21/04/2023;02/05/2023;11;
PF0611070/30XFL;50;21/04/2023;04/05/2023;13;
PF0685070/30XFL;50;26/04/2023;04/05/2023;8;
PF0611070/30XFL;60;27/04/2023;04/05/2023;7;
PF0611070/30XFL;50;26/04/2023;05/05/2023;9;
PF0611070/30XFL;75;02/05/2023;09/05/2023;7;
PF0611070/30XFL;75;05/05/2023;11/05/2023;6;
PF0611070/30XFL;75;05/05/2023;15/05/2023;10;
PF0611070/30XFL;75;05/05/2023;19/05/2023;14;
PF0585070/30XFL;40;11/05/2023;19/05/2023;8;
PF0585070/30XFL;40;11/05/2023;19/05/2023;8;
PF0585070/30XFL;20;11/05/2023;22/05/2023;11;
PF0585070/30XFL;20;11/05/2023;23/05/2023;12;
PF0611070/30XFL;50;11/05/2023;23/05/2023;12;
PF0685070/30XFL;50;22/05/2023;26/05/2023;4;
PF0585070/30XFL;40;25/05/2023;01/06/2023;7;
PF0611070/30XFL;100;29/05/2023;07/06/2023;9;
PF0611070/30XFL;50;22/05/2023;16/06/2023;25;
PF0611070/30XFL;50;05/05/2023;20/06/2023;46;
PF0611070/30XFL;50;05/05/2023;20/06/2023;46;
PF0611070/30XFL;40;05/05/2023;27/06/2023;53;
PF0611070/30XFL;50;05/05/2023;28/06/2023;54;
PF0611070/30XFL;50;05/05/2023;28/06/2023;54;
PF0611070/30XFL;50;19/06/2023;28/06/2023;9;
PF0611070/30XFL;50;05/05/2023;30/06/2023;56;
PF0611070/30XFL;50;05/05/2023;30/06/2023;56;
PF0611070/30XFL;50;05/05/2023;30/06/2023;56;
PF0611070/30XFL;150;28/06/2023;30/06/2023;2;
PF0611070/30XFL;50;05/05/2023;03/07/2023;59;
PF0611070/30XFL;50;05/05/2023;04/07/2023;60;
PF0611070/30XFL;50;28/06/2023;04/07/2023;6;
PF0611070/30XFL;80;28/06/2023;04/07/2023;6;
PF0611070/30XFL;80;05/05/2023;05/07/2023;61;
PF0680070/30XFL;50;04/07/2023;13/07/2023;9;
PF0611070/30XFL;80;28/06/2023;21/07/2023;23;
PF0611070/30XFL;150;10/07/2023;25/07/2023;15;
PF0611070/30XFL;150;28/08/2023;07/09/2023;10;
PF0673070/30XFL;20;31/08/2023;07/09/2023;7;
PF0673070/30XFL;20;31/08/2023;07/09/2023;7;
PF0633070/30XFL;80;01/09/2023;07/09/2023;6;
PF0633070/30XFL;80;01/09/2023;07/09/2023;6;
PF0633070/30XFL;80;01/09/2023;07/09/2023;6;
PF0611070/30XFL;50;28/08/2023;08/09/2023;11;
PF0611070/30XFL;80;28/08/2023;08/09/2023;11;
PF0611070/30XFL;150;28/08/2023;08/09/2023;11;
PF0633070/30XFL;80;01/09/2023;08/09/2023;7;
PF0611070/30XFL;150;28/08/2023;11/09/2023;14;
PF0676070/30XFL;45;12/09/2023;14/09/2023;2;
PF0676070/30XFL;45;12/09/2023;14/09/2023;2;
PF0676070/30XFL;45;12/09/2023;14/09/2023;2;
PF0676070/30XFL;45;12/09/2023;14/09/2023;2;
PF0676070/30XFL;45;12/09/2023;21/09/2023;9;
PF0685070/30XFL;80;25/09/2023;03/10/2023;8;
PF0685070/30XFL;80;27/09/2023;03/10/2023;6;
PF0676070/30XFL;40;12/10/2023;19/10/2023;7;
PF0676070/30XFL;45;12/10/2023;19/10/2023;7;
PF0676070/30XFL;45;12/10/2023;19/10/2023;7;
PF0611070/30XFL;50;05/05/2023;23/10/2023;171;
PF0611070/30XFL;50;05/05/2023;23/10/2023;171;
PF0611070/30XFL;50;05/05/2023;24/10/2023;172;
PF0611070/30XFL;50;05/05/2023;26/10/2023;174;
PF0611070/30XFL;100;05/05/2023;26/10/2023;174;
PF0611070/30XFL;50;17/11/2023;24/11/2023;7;
PF0685070/30XFL;150;27/11/2023;30/11/2023;3;
PF0685070/30XFL;100;27/11/2023;01/12/2023;4;
PF0611070/30XFL;100;17/11/2023;04/12/2023;17;
PF0611070/30XFL;80;17/11/2023;05/12/2023;18;
PF0685070/30XFL;100;27/11/2023;06/12/2023;9;
PF0685070/30XFL;100;28/11/2023;06/12/2023;8;
PF0611070/30XFL;150;12/12/2023;18/12/2023;6;
PF0611070/30XFL;150;12/12/2023;18/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;21/12/2023;6;
PFD588070/30XFL;20;15/12/2023;09/01/2024;25;
PFD588070/30XFL;20;15/12/2023;09/01/2024;25;
PFD588070/30XFL;20;15/12/2023;09/01/2024;25;
PFD588070/30XFL;20;15/12/2023;09/01/2024;25;
PFD588070/30XFL;20;15/12/2023;09/01/2024;25;
PFD588070/30XFL;20;15/12/2023;09/01/2024;25;
PFD588070/30XFL;20;17/01/2024;29/01/2024;12;
PF0685070/30XFL;50;12/02/2024;19/02/2024;7;
PF0685070/30XFL;50;12/02/2024;19/02/2024;7;
PF0685070/30XFL;15;08/03/2024;14/03/2024;6;
PF0685070/30XFL;100;14/03/2024;19/03/2024;5;
PF0758070/30XFL;20;14/02/2024;21/03/2024;36;
PFD588070/30XFL;80;14/03/2024;21/03/2024;7;
PF0585070/30XFL;40;18/03/2024;21/03/2024;3;
PFD588070/30XFL;50;14/03/2024;22/03/2024;8;
PFD588070/30XFL;50;20/03/2024;26/03/2024;6;
PF0685070/30XFL;150;28/03/2024;03/04/2024;6;
PF0797070/30XFL;50;29/03/2024;08/04/2024;10;
PF0797070/30XFL;50;29/03/2024;08/04/2024;10;
PF0797070/30XFL;50;29/03/2024;08/04/2024;10;
PFD588070/30XFL;150;29/03/2024;09/04/2024;11;
PF0797070/30XFL;50;29/03/2024;10/04/2024;12;
PFD588070/30XFL;20;29/03/2024;11/04/2024;13;
PFD588070/30XFL;20;29/03/2024;11/04/2024;13;
PFD588070/30XFL;20;29/03/2024;11/04/2024;13;
PFD588070/30XFL;20;29/03/2024;11/04/2024;13;
PFD588070/30XFL;40;29/03/2024;11/04/2024;13;
PF0685070/30XFL;100;10/04/2024;11/04/2024;1;
PF0797070/30XFL;50;29/03/2024;12/04/2024;14;
PF0585070/30XFL;40;09/04/2024;15/04/2024;6;
PF0686070/30XFL;150;10/04/2024;19/04/2024;9;
PFD588070/30XFL;25;16/04/2024;29/04/2024;13;
PFD588070/30XFL;20;23/04/2024;08/05/2024;15;
PFD588070/30XFL;50;23/04/2024;10/05/2024;17;
PF0685070/30XFL;50;09/05/2024;15/05/2024;6;
PF0685070/30XFL;100;14/05/2024;22/05/2024;8;
PF0685070/30XFL;100;28/05/2024;31/05/2024;3;
PF0633070/30XFL;80;23/05/2024;04/06/2024;12;
PF0633070/30XFL;80;23/05/2024;04/06/2024;12;
PFD588070/30XFL;100;27/05/2024;04/06/2024;8;
PF0633070/30XFL;80;23/05/2024;05/06/2024;13;
PFD588070/30XFL;50;27/05/2024;05/06/2024;9;
PF0685070/30XFL;50;30/05/2024;11/06/2024;12;
PF0685070/30XFL;100;30/05/2024;11/06/2024;12;
PF0685070/30XFL;50;04/06/2024;13/06/2024;9;
PF0685070/30XFL;50;05/06/2024;13/06/2024;8;
PFD588070/30XFL;40;12/06/2024;20/06/2024;8;
PF0685070/30XFL;100;17/06/2024;20/06/2024;3;
PF0685070/30XFL;50;17/06/2024;21/06/2024;4;
PF0685070/30XFL;100;19/06/2024;02/07/2024;13;
PF0685070/30XFL;50;11/07/2024;16/07/2024;5;
PF0685070/30XFL;50;11/07/2024;16/07/2024;5;
PF0463070/30XFL;100;17/07/2024;24/07/2024;7;
PF0463070/30XFL;40;24/07/2024;25/07/2024;1;
PF0463070/30XFL;100;24/07/2024;29/07/2024;5;
PF0463070/30XFL;40;24/07/2024;30/07/2024;6;
PF0463070/30XFL;100;24/07/2024;31/07/2024;7;
PF0685070/30XFL;50;26/08/2024;30/08/2024;4;
PFD588070/30XFL;50;26/08/2024;04/09/2024;9;
PFD588070/30XFL;140;26/08/2024;04/09/2024;9;
PF0633070/30XFL;60;30/08/2024;04/09/2024;5;
PF0633070/30XFL;60;30/08/2024;05/09/2024;6;
PF0633070/30XFL;60;30/08/2024;05/09/2024;6;
PF0633070/30XFL;60;30/08/2024;05/09/2024;6;
PF0633070/30XFL;60;30/08/2024;06/09/2024;7;
PF0633070/30XFL;60;30/08/2024;06/09/2024;7;
PF0463070/30XFL;110;04/09/2024;10/09/2024;6;
PF0463070/30XFL;110;04/09/2024;11/09/2024;7;
PF0463070/30XFL;110;04/09/2024;11/09/2024;7;
PF0463070/30XFL;110;04/09/2024;12/09/2024;8;
PF0463070/30XFL;40;11/09/2024;12/09/2024;1;
PF0463070/30XFL;40;11/09/2024;13/09/2024;2;
PF0463070/30XFL;140;11/09/2024;18/09/2024;7;
PF0463070/30XFL;140;11/09/2024;19/09/2024;8;
PFD588070/30XFL;40;17/09/2024;24/09/2024;7;
PFD588070/30XFL;60;20/09/2024;24/09/2024;4;
PF0685070/30XFL;60;19/09/2024;25/09/2024;6;
PF0685070/30XFL;50;19/09/2024;30/09/2024;11;
PF0633070/30XFL;80;02/10/2024;04/10/2024;2;
PF0463070/30XFL;140;07/10/2024;10/10/2024;3;
PF0837070/30XFL;20;09/10/2024;15/10/2024;6;
PF0837070/30XFL;20;09/10/2024;15/10/2024;6;
PF0837070/30XFL;20;09/10/2024;15/10/2024;6;
PF0685070/30XFL;60;07/10/2024;16/10/2024;9;
PF0837070/30XFL;20;09/10/2024;16/10/2024;7;
PF0837070/30XFL;20;09/10/2024;16/10/2024;7;
PF0837070/30XFL;20;09/10/2024;16/10/2024;7;
PF0837070/30XFL;20;09/10/2024;16/10/2024;7;
PF0633070/30XFL;80;10/10/2024;17/10/2024;7;
PF0585070/30XFL;40;16/10/2024;18/10/2024;2;
PF0685070/30XFL;50;17/10/2024;24/10/2024;7;
PF0463070/30XFL;40;25/10/2024;31/10/2024;6;
PF0685070/30XFL;70;30/10/2024;31/10/2024;1;
PF0463070/30XFL;80;25/10/2024;07/11/2024;13;
PF0463070/30XFL;80;25/10/2024;07/11/2024;13;
PF0463070/30XFL;80;25/10/2024;07/11/2024;13;
PF0797070/30XFL;40;13/11/2024;21/11/2024;8;
PF0797070/30XFL;40;13/11/2024;21/11/2024;8;
PF0797070/30XFL;40;13/11/2024;21/11/2024;8;
PF0611070/30XFL;100;15/11/2024;22/11/2024;7;
PF0611070/30XFL;100;15/11/2024;22/11/2024;7;
PF0463070/30XFL;80;13/11/2024;27/11/2024;14;
PF0463070/30XFL;140;13/11/2024;27/11/2024;14;
PF0463070/30XFL;30;13/11/2024;28/11/2024;15;
PF0611070/30XFL;50;02/12/2024;06/12/2024;4;
PF0611070/30XFL;50;02/12/2024;09/12/2024;7;
PF0611070/30XFL;50;02/12/2024;09/12/2024;7;
PF0685070/30XFL;70;14/11/2024;10/12/2024;26;
PF0685070/30XFL;100;14/11/2024;10/12/2024;26;
PF0463070/30XFL;50;09/12/2024;12/12/2024;3;
PF0463070/30XFL;150;09/12/2024;12/12/2024;3;
PF0611070/30XFL;50;16/12/2024;18/12/2024;2;
PF0463070/30XFL;100;09/12/2024;19/12/2024;10;
PF0463070/30XFL;100;09/12/2024;19/12/2024;10;
PFD588070/30XFL;20;20/11/2024;20/12/2024;30;
PFD588070/30XFL;40;25/11/2024;20/12/2024;25;
PFD588070/30XFL;40;09/12/2024;20/12/2024;11;
PF0685070/30XFL;100;14/11/2024;07/01/2025;54;
PF0685070/30XFL;100;05/12/2024;07/01/2025;33;
PFD588070/30XFL;40;19/12/2024;07/01/2025;19;
PFD588070/30XFL;20;20/11/2024;13/01/2025;54;
PFD588070/30XFL;20;20/11/2024;13/01/2025;54;
PFD588070/30XFL;20;20/11/2024;13/01/2025;54;
PFD588070/30XFL;20;20/11/2024;13/01/2025;54;
PFD588070/30XFL;20;20/11/2024;13/01/2025;54;
PFD588070/30XFL;20;20/11/2024;13/01/2025;54;
PFD588070/30XFL;20;20/11/2024;13/01/2025;54;
PFD588070/30XFL;20;20/11/2024;14/01/2025;55;
PFD588070/30XFL;20;20/11/2024;14/01/2025;55;
PFD588070/30XFL;20;20/11/2024;15/01/2025;56;
PFD588070/30XFL;20;19/12/2024;15/01/2025;27;
PFD588070/30XFL;20;20/11/2024;16/01/2025;57;
PFD588070/30XFL;20;20/11/2024;16/01/2025;57;
PFD588070/30XFL;20;20/11/2024;16/01/2025;57;
PFD588070/30XFL;20;20/11/2024;16/01/2025;57;
PFD588070/30XFL;20;08/01/2025;16/01/2025;8;
PFD588070/30XFL;20;09/12/2024;17/01/2025;39;
PFD588070/30XFL;20;19/12/2024;17/01/2025;29;
PF0611070/30XFL;140;15/01/2025;21/01/2025;6;
PF0611070/30XFL;140;15/01/2025;21/01/2025;6;
PF0463070/30XFL;140;14/01/2025;22/01/2025;8;
PF0463070/30XFL;140;14/01/2025;22/01/2025;8;
PF0463070/30XFL;40;14/01/2025;23/01/2025;9;
PF0463070/30XFL;140;14/01/2025;23/01/2025;9;
PF0463070/30XFL;60;14/01/2025;30/01/2025;16;
PF0463070/30XFL;100;14/01/2025;30/01/2025;16;
PF0463070/30XFL;140;14/01/2025;30/01/2025;16;
PF0807070/30XFL;60;23/01/2025;30/01/2025;7;
PFD588070/30XFL;20;09/12/2024;31/01/2025;53;
PF0597070/30XFL;15;10/02/2025;13/02/2025;3;
PF0597070/30XFL;15;10/02/2025;14/02/2025;4;
PF0797070/30XFL;40;07/02/2025;18/02/2025;11;
PF0797070/30XFL;40;07/02/2025;18/02/2025;11;
PF0797070/30XFL;40;10/02/2025;18/02/2025;8;
PFD588070/30XFL;20;11/02/2025;18/02/2025;7;
PF0685070/30XFL;80;31/01/2025;19/02/2025;19;
PF0797070/30XFL;40;07/02/2025;19/02/2025;12;
PF0797070/30XFL;40;07/02/2025;19/02/2025;12;
PF0797070/30XFL;40;07/02/2025;19/02/2025;12;
PF0797070/30XFL;40;12/02/2025;19/02/2025;7;
PF0463070/30XFL;40;17/02/2025;19/02/2025;2;
PFD588070/30XFL;100;30/01/2025;21/02/2025;22;
PFD588070/30XFL;100;11/02/2025;24/02/2025;13;
PFD588070/30XFL;40;17/02/2025;26/02/2025;9;
PF0463070/30XFL;80;26/02/2025;27/02/2025;1;
PFD588070/30XFL;20;26/02/2025;05/03/2025;7;
PF0685070/30XFL;100;26/02/2025;07/03/2025;9;
PF0685070/30XFL;50;03/03/2025;10/03/2025;7;
PFD588070/30XFL;60;26/02/2025;12/03/2025;14;
PFD588070/30XFL;20;10/03/2025;17/03/2025;7;
PFD588070/30XFL;40;10/03/2025;19/03/2025;9;
PF0685070/30XFL;100;12/03/2025;20/03/2025;8;
PF0611070/30XFL;80;14/03/2025;20/03/2025;6;
PFD588070/30XFL;60;19/03/2025;27/03/2025;8;
PFD588070/30XFL;60;19/03/2025;27/03/2025;8;
PFD588070/30XFL;100;19/03/2025;27/03/2025;8;
PFD588070/30XFL;40;24/03/2025;27/03/2025;3;
PF0585070/30XFL;40;17/03/2025;28/03/2025;11;
PF0463070/30XFL;41;20/03/2025;28/03/2025;8;
PF0585070/30XFL;40;17/03/2025;31/03/2025;14;
PFD588070/30XFL;80;24/03/2025;31/03/2025;7;
PF0585070/30XFL;20;17/03/2025;01/04/2025;15;
PF0685070/30XFL;40;27/03/2025;01/04/2025;5;
PF0685070/30XFL;100;27/03/2025;01/04/2025;5;
PFD588070/30XFL;40;24/03/2025;03/04/2025;10;
PFD588070/30XFL;40;24/03/2025;03/04/2025;10;
PFD588070/30XFL;100;01/04/2025;09/04/2025;8;
PFD588070/30XFL;20;09/04/2025;15/04/2025;6;
PF0685070/30XFL;60;27/03/2025;17/04/2025;21;
PF0685070/30XFL;100;07/04/2025;17/04/2025;10;
PF0585070/30XFL;20;17/04/2025;24/04/2025;7;
PFD588070/30XFL;100;14/04/2025;28/04/2025;14;
PF0685070/30XFL;140;30/04/2025;07/05/2025;7;
PF0463070/30XFL;100;22/04/2025;08/05/2025;16;
PF0463070/30XFL;60;06/05/2025;08/05/2025;2;
PF0685070/30XFL;140;17/04/2025;12/05/2025;25;
PF0463070/30XFL;140;06/05/2025;15/05/2025;9;
PF0463070/30XFL;140;06/05/2025;15/05/2025;9;
PF0463070/30XFL;140;06/05/2025;15/05/2025;9;
PF0685070/30XFL;80;08/05/2025;15/05/2025;7;
PFD588070/30XFL;80;24/04/2025;16/05/2025;22;
PF0611070/30XFL;150;14/05/2025;19/05/2025;5;
PFD588070/30XFL;100;17/04/2025;20/05/2025;33;
PFD588070/30XFL;140;14/04/2025;26/05/2025;42;
PF0463070/30XFL;40;21/05/2025;27/05/2025;6;
